"Aniger";"cluster"
"1082124";"cluster_23"
"1063644";"cluster_23"
"1082141";"cluster_23"
"1204045";"cluster_23"
"1149663";"cluster_23"
"1204046";"cluster_23"
"128601";"cluster_23"
"1065486";"cluster_23"
"1131730";"cluster_23"
"1188301";"cluster_24"
"1139835";"cluster_24"
"1168353";"cluster_24"
"1225831";"cluster_24"
"1178342";"cluster_24"
"1187647";"cluster_24"
"1128621";"cluster_24"
"1097489";"cluster_24"
"1225832";"cluster_24"
"1225829";"cluster_24"
"1155030";"cluster_24"
"1160634";"cluster_24"
"1111600";"cluster_24"
"1223374";"cluster_24"
"1127247";"cluster_24"
"1064316";"cluster_24"
"1154359";"cluster_24"
"1160172";"cluster_24"
"1096539";"cluster_24"
"1112972";"cluster_24"
"1128620";"cluster_24"
"1097622";"cluster_24"
"1069229";"cluster_24"
"1225830";"cluster_24"
"1072400";"cluster_24"
"1112974";"cluster_24"
"1097659";"cluster_24"
"1128622";"cluster_24"
"1225833";"cluster_24"
"1073645";"cluster_24"
"1112973";"cluster_24"
"1179265";"cluster_24"
"1215646";"cluster_25"
"1107084";"cluster_25"
"1073663";"cluster_25"
"1088862";"cluster_25"
"1088503";"cluster_25"
"1215644";"cluster_25"
"1077977";"cluster_25"
"1122722";"cluster_25"
"1158694";"cluster_25"
"1152431";"cluster_25"
"1122721";"cluster_25"
"1107085";"cluster_25"
"1088541";"cluster_25"
"1071170";"cluster_25"
"207211";"cluster_25"
"1215642";"cluster_25"
"1185423";"cluster_25"
"1175504";"cluster_25"
"1165621";"cluster_25"
"1122723";"cluster_25"
"1107086";"cluster_25"
"1145233";"cluster_25"
"1136163";"cluster_25"
"1136022";"cluster_26"
"1165510";"cluster_26"
"1175357";"cluster_26"
"1185304";"cluster_26"
"1106838";"cluster_26"
"1215243";"cluster_26"
"1060548";"cluster_26"
"1122475";"cluster_26"
"1090091";"cluster_26"
"1152330";"cluster_26"
"1158611";"cluster_26"
"1215241";"cluster_26"
"1089995";"cluster_26"
"1215247";"cluster_26"
"1122474";"cluster_26"
"1106839";"cluster_26"
"118624";"cluster_26"
"1061144";"cluster_26"
"1215249";"cluster_26"
"1152331";"cluster_26"
"1215245";"cluster_26"
"1178834";"cluster_27"
"1168063";"cluster_27"
"1224718";"cluster_27"
"1139409";"cluster_27"
"1096425";"cluster_27"
"1112334";"cluster_27"
"1127982";"cluster_27"
"1224709";"cluster_27"
"1063631";"cluster_27"
"118644";"cluster_27"
"1224717";"cluster_27"
"1154702";"cluster_27"
"1160409";"cluster_27"
"1224715";"cluster_27"
"1224712";"cluster_27"
"1187995";"cluster_27"
"1187638";"cluster_28"
"1167721";"cluster_28"
"1063056";"cluster_28"
"1223342";"cluster_28"
"1138909";"cluster_28"
"1095444";"cluster_28"
"1111577";"cluster_28"
"1127225";"cluster_28"
"1223343";"cluster_28"
"1127224";"cluster_28"
"1095337";"cluster_28"
"118659";"cluster_28"
"1068017";"cluster_28"
"1111578";"cluster_28"
"1154347";"cluster_28"
"1178324";"cluster_28"
"1127246";"cluster_29"
"1111599";"cluster_29"
"1223370";"cluster_29"
"1064317";"cluster_29"
"1223372";"cluster_29"
"1138929";"cluster_29"
"1167731";"cluster_29"
"1061705";"cluster_29"
"179585";"cluster_29"
"1223368";"cluster_29"
"1127245";"cluster_29"
"1111598";"cluster_29"
"1065267";"cluster_29"
"1096926";"cluster_29"
"52853";"cluster_29"
"1096340";"cluster_29"
"1164365";"cluster_31"
"1151527";"cluster_31"
"1184113";"cluster_31"
"1173908";"cluster_31"
"1074219";"cluster_31"
"1087449";"cluster_31"
"1134632";"cluster_31"
"1156246";"cluster_33"
"1149250";"cluster_33"
"1181391";"cluster_33"
"1170273";"cluster_33"
"1202272";"cluster_33"
"1161794";"cluster_33"
"1131108";"cluster_33"
"41618";"cluster_33"
"1115784";"cluster_33"
"1081148";"cluster_33"
"1100179";"cluster_33"
"1078656";"cluster_33"
"1202274";"cluster_33"
"1202276";"cluster_33"
"1080613";"cluster_33"
"1061403";"cluster_33"
"1141813";"cluster_33"
"1202270";"cluster_33"
"1229178";"cluster_34"
"1161213";"cluster_34"
"1155723";"cluster_34"
"1140284";"cluster_35"
"1227036";"cluster_35"
"1075439";"cluster_35"
"1155296";"cluster_35"
"1097081";"cluster_35"
"1227034";"cluster_35"
"1071747";"cluster_35"
"43035";"cluster_35"
"1097457";"cluster_35"
"1129234";"cluster_35"
"1188707";"cluster_35"
"1073583";"cluster_35"
"1129235";"cluster_35"
"1097242";"cluster_35"
"1113587";"cluster_35"
"1227032";"cluster_35"
"1179733";"cluster_35"
"1113588";"cluster_35"
"1129236";"cluster_35"
"1160862";"cluster_35"
"1113589";"cluster_35"
"1188706";"cluster_35"
"1179732";"cluster_35"
"1097635";"cluster_35"
"1160861";"cluster_35"
"1227026";"cluster_35"
"1068949";"cluster_35"
"1113584";"cluster_35"
"1155295";"cluster_35"
"1129231";"cluster_35"
"1227030";"cluster_35"
"1113585";"cluster_35"
"1071468";"cluster_35"
"1097369";"cluster_35"
"1129232";"cluster_35"
"1129233";"cluster_35"
"1113586";"cluster_35"
"1097609";"cluster_35"
"1071311";"cluster_35"
"187283";"cluster_35"
"1039739";"cluster_35"
"1148001";"cluster_35"
"1148000";"cluster_35"
"1168738";"cluster_35"
"1166029";"cluster_36"
"1185849";"cluster_36"
"1176060";"cluster_36"
"1217080";"cluster_36"
"1090484";"cluster_36"
"1123632";"cluster_36"
"1152838";"cluster_36"
"1066101";"cluster_36"
"1123633";"cluster_36"
"1090923";"cluster_36"
"1107992";"cluster_36"
"1107993";"cluster_36"
"1059245";"cluster_36"
"1158996";"cluster_36"
"1152839";"cluster_36"
"1091031";"cluster_36"
"1060524";"cluster_36"
"213953";"cluster_36"
"1217082";"cluster_36"
"1217078";"cluster_36"
"1107991";"cluster_36"
"1123631";"cluster_36"
"1138002";"cluster_36"
"1167026";"cluster_36"
"1093630";"cluster_36"
"1058964";"cluster_36"
"1110216";"cluster_36"
"1159740";"cluster_36"
"1093365";"cluster_36"
"1060242";"cluster_36"
"1125855";"cluster_36"
"1153804";"cluster_36"
"1186902";"cluster_36"
"1110217";"cluster_36"
"1177399";"cluster_36"
"1125856";"cluster_36"
"1217073";"cluster_36"
"1158995";"cluster_36"
"1152837";"cluster_36"
"1064412";"cluster_36"
"1110218";"cluster_36"
"1125857";"cluster_36"
"1092936";"cluster_36"
"44520";"cluster_36"
"1090473";"cluster_36"
"1090782";"cluster_36"
"129891";"cluster_36"
"1061804";"cluster_36"
"1066767";"cluster_36"
"1123630";"cluster_36"
"1123629";"cluster_36"
"1107990";"cluster_36"
"1107989";"cluster_36"
"1059760";"cluster_36"
"45093";"cluster_36"
"1090514";"cluster_36"
"1123634";"cluster_36"
"1158997";"cluster_36"
"1107994";"cluster_36"
"1145582";"cluster_36"
"1136701";"cluster_36"
"1162070";"cluster_37"
"1131452";"cluster_37"
"1081777";"cluster_37"
"1203257";"cluster_37"
"1116344";"cluster_37"
"1170632";"cluster_37"
"1181684";"cluster_37"
"1100740";"cluster_37"
"1068016";"cluster_37"
"1203258";"cluster_37"
"1080749";"cluster_37"
"1100739";"cluster_37"
"41966";"cluster_37"
"1116343";"cluster_37"
"1067353";"cluster_37"
"1149486";"cluster_37"
"1156438";"cluster_37"
"1203255";"cluster_37"
"1116342";"cluster_37"
"1203253";"cluster_37"
"1081390";"cluster_37"
"1100738";"cluster_37"
"1063633";"cluster_37"
"1203266";"cluster_37"
"1116347";"cluster_37"
"1116348";"cluster_37"
"1156439";"cluster_37"
"1181685";"cluster_37"
"1170633";"cluster_37"
"1081400";"cluster_37"
"1149487";"cluster_37"
"1081276";"cluster_37"
"1060868";"cluster_37"
"1073430";"cluster_37"
"1100744";"cluster_37"
"1100743";"cluster_37"
"1081163";"cluster_37"
"1116346";"cluster_37"
"1075720";"cluster_37"
"1203268";"cluster_37"
"49455";"cluster_37"
"1100742";"cluster_37"
"1203262";"cluster_37"
"1080803";"cluster_37"
"1116345";"cluster_37"
"1078395";"cluster_37"
"1100741";"cluster_37"
"1142057";"cluster_37"
"1142056";"cluster_37"
"1203260";"cluster_37"
"1089199";"cluster_38"
"1122142";"cluster_38"
"1106505";"cluster_38"
"1214780";"cluster_38"
"1066701";"cluster_38"
"1088315";"cluster_38"
"1214776";"cluster_38"
"1088839";"cluster_38"
"52243";"cluster_38"
"1106506";"cluster_38"
"1065479";"cluster_38"
"1122143";"cluster_38"
"1122141";"cluster_38"
"1135820";"cluster_38"
"1185124";"cluster_38"
"1175152";"cluster_38"
"1165332";"cluster_38"
"1214782";"cluster_38"
"1106504";"cluster_38"
"1152206";"cluster_38"
"1158495";"cluster_38"
"1214778";"cluster_38"
"1063053";"cluster_38"
"1098126";"cluster_40"
"1140914";"cluster_40"
"1155551";"cluster_40"
"1180393";"cluster_40"
"1073636";"cluster_40"
"1059869";"cluster_39"
"1094297";"cluster_39"
"1062367";"cluster_39"
"1126689";"cluster_39"
"1094704";"cluster_39"
"1094767";"cluster_39"
"1068015";"cluster_39"
"1187342";"cluster_39"
"1222397";"cluster_39"
"1111042";"cluster_39"
"1111043";"cluster_39"
"1111044";"cluster_39"
"214413";"cluster_39"
"1126688";"cluster_39"
"1126687";"cluster_39"
"1154138";"cluster_39"
"1177937";"cluster_39"
"1160007";"cluster_39"
"1222395";"cluster_39"
"1167447";"cluster_39"
"1138537";"cluster_39"
"1146863";"cluster_39"
"1146864";"cluster_39"
"1092327";"cluster_48"
"1109362";"cluster_48"
"1124994";"cluster_48"
"1159451";"cluster_48"
"1153440";"cluster_48"
"1066700";"cluster_48"
"1219407";"cluster_48"
"1109364";"cluster_48"
"1124996";"cluster_48"
"1063627";"cluster_48"
"1092455";"cluster_48"
"1186519";"cluster_48"
"1176909";"cluster_48"
"1092575";"cluster_48"
"1124995";"cluster_48"
"1137533";"cluster_48"
"1109363";"cluster_48"
"1166662";"cluster_48"
"1219409";"cluster_48"
"1066683";"cluster_48"
"1125001";"cluster_48"
"1092544";"cluster_48"
"1186522";"cluster_48"
"1125000";"cluster_48"
"1028680";"cluster_48"
"1176912";"cluster_48"
"1109369";"cluster_48"
"1109368";"cluster_48"
"1064015";"cluster_48"
"1068198";"cluster_48"
"1092467";"cluster_48"
"1146161";"cluster_48"
"193777";"cluster_48"
"1130554";"cluster_49"
"1080226";"cluster_49"
"1200731";"cluster_49"
"1063046";"cluster_49"
"1200732";"cluster_49"
"1065480";"cluster_49"
"1169693";"cluster_49"
"1080411";"cluster_49"
"1079719";"cluster_49"
"1068018";"cluster_49"
"1200730";"cluster_49"
"1164300";"cluster_46"
"1184046";"cluster_46"
"1173811";"cluster_46"
"1086657";"cluster_46"
"1211227";"cluster_46"
"1069221";"cluster_46"
"1104844";"cluster_46"
"1120476";"cluster_46"
"1157890";"cluster_46"
"1104845";"cluster_46"
"1120477";"cluster_46"
"1134537";"cluster_46"
"1086713";"cluster_46"
"1211230";"cluster_46"
"1211225";"cluster_46"
"1076784";"cluster_46"
"1151438";"cluster_46"
"1120478";"cluster_46"
"1104846";"cluster_46"
"1086873";"cluster_46"
"40811";"cluster_46"
"1071772";"cluster_46"
"1211224";"cluster_46"
"1144001";"cluster_46"
"1089241";"cluster_44"
"1185485";"cluster_44"
"1136248";"cluster_44"
"1215861";"cluster_44"
"1165679";"cluster_44"
"1175591";"cluster_44"
"1107225";"cluster_44"
"1122861";"cluster_44"
"1076103";"cluster_44"
"1122862";"cluster_44"
"52406";"cluster_44"
"1088095";"cluster_44"
"1107226";"cluster_44"
"1215865";"cluster_44"
"1072998";"cluster_44"
"1152492";"cluster_44"
"1215863";"cluster_44"
"1158739";"cluster_44"
"1107224";"cluster_44"
"1073246";"cluster_44"
"1122863";"cluster_44"
"1088520";"cluster_44"
"1070855";"cluster_44"
"1107227";"cluster_44"
"1145286";"cluster_44"
"1133440";"cluster_50"
"1163520";"cluster_50"
"1172692";"cluster_50"
"1150785";"cluster_50"
"1119138";"cluster_50"
"1119137";"cluster_50"
"1183222";"cluster_50"
"1157414";"cluster_50"
"1085190";"cluster_50"
"1085282";"cluster_50"
"1103524";"cluster_50"
"1069877";"cluster_50"
"1071770";"cluster_50"
"1208506";"cluster_50"
"1103523";"cluster_50"
"1208503";"cluster_50"
"1119139";"cluster_50"
"1103525";"cluster_50"
"1085552";"cluster_50"
"211691";"cluster_50"
"56731";"cluster_50"
"1069222";"cluster_50"
"1011618";"cluster_50"
"1143334";"cluster_50"
"1143346";"cluster_50"
"1011623";"cluster_50"
"1103526";"cluster_50"
"1119140";"cluster_50"
"1085399";"cluster_50"
"1069834";"cluster_50"
"1011629";"cluster_50"
"1208511";"cluster_50"
"1208509";"cluster_50"
"1150583";"cluster_47"
"1172428";"cluster_47"
"1071771";"cluster_47"
"1085082";"cluster_47"
"1133179";"cluster_47"
"1084787";"cluster_47"
"1071171";"cluster_47"
"1084459";"cluster_47"
"1075448";"cluster_47"
"189378";"cluster_47"
"1182079";"cluster_52"
"1132003";"cluster_52"
"1162425";"cluster_52"
"1204764";"cluster_52"
"1117061";"cluster_52"
"1082894";"cluster_52"
"1064879";"cluster_52"
"1101449";"cluster_52"
"1149861";"cluster_52"
"1156702";"cluster_52"
"1101448";"cluster_52"
"1083894";"cluster_52"
"171221";"cluster_52"
"1062365";"cluster_52"
"1117062";"cluster_52"
"1083629";"cluster_52"
"1061696";"cluster_52"
"170788";"cluster_52"
"1171218";"cluster_52"
"1139191";"cluster_51"
"1154543";"cluster_51"
"1066690";"cluster_51"
"138585";"cluster_51"
"1178612";"cluster_51"
"1151097";"cluster_53"
"1072398";"cluster_53"
"1209662";"cluster_53"
"1157626";"cluster_53"
"1086046";"cluster_53"
"1119757";"cluster_53"
"1119758";"cluster_53"
"1104131";"cluster_53"
"214825";"cluster_53"
"1209668";"cluster_53"
"1085933";"cluster_53"
"1073637";"cluster_53"
"1133977";"cluster_53"
"1163870";"cluster_53"
"1209665";"cluster_53"
"1173233";"cluster_53"
"1183585";"cluster_53"
"1209659";"cluster_53"
"1104130";"cluster_53"
"1210362";"cluster_54"
"1134206";"cluster_54"
"1173466";"cluster_54"
"1087153";"cluster_54"
"1151247";"cluster_54"
"1120113";"cluster_54"
"1210360";"cluster_54"
"1104481";"cluster_54"
"1157742";"cluster_54"
"1076104";"cluster_54"
"1183781";"cluster_54"
"1120112";"cluster_54"
"1071172";"cluster_54"
"1086412";"cluster_54"
"1104480";"cluster_54"
"181803";"cluster_54"
"1210356";"cluster_54"
"1210352";"cluster_54"
"1120111";"cluster_54"
"1086959";"cluster_54"
"1071765";"cluster_54"
"1104482";"cluster_54"
"1143793";"cluster_54"
"1014507";"cluster_54"
"1183782";"cluster_54"
"1173467";"cluster_54"
"210117";"cluster_54"
"1143795";"cluster_54"
"1143794";"cluster_54"
"1164055";"cluster_54"
"1139212";"cluster_55"
"1096469";"cluster_55"
"1068642";"cluster_55"
"1095487";"cluster_55"
"1154560";"cluster_55"
"1068643";"cluster_55"
"1095932";"cluster_55"
"179079";"cluster_55"
"1059250";"cluster_55"
"1178633";"cluster_55"
"1174259";"cluster_56"
"1120956";"cluster_56"
"1164621";"cluster_56"
"1212304";"cluster_56"
"1120958";"cluster_56"
"1120957";"cluster_56"
"1105320";"cluster_56"
"1105319";"cluster_56"
"1105318";"cluster_56"
"1158076";"cluster_56"
"1134963";"cluster_56"
"1087193";"cluster_56"
"1074217";"cluster_56"
"1077940";"cluster_56"
"1078647";"cluster_56"
"1151701";"cluster_56"
"1087744";"cluster_56"
"1087765";"cluster_56"
"1212301";"cluster_56"
"1017465";"cluster_56"
"1134964";"cluster_56"
"142990";"cluster_56"
"1144276";"cluster_56"
"1184381";"cluster_56"
"1189258";"cluster_57"
"1098252";"cluster_57"
"1114197";"cluster_57"
"1073638";"cluster_57"
"1228466";"cluster_57"
"1129849";"cluster_57"
"38101";"cluster_57"
"1228472";"cluster_57"
"1071766";"cluster_57"
"1098916";"cluster_57"
"1169249";"cluster_57"
"1140891";"cluster_57"
"1228469";"cluster_57"
"1155535";"cluster_57"
"1161086";"cluster_57"
"1228463";"cluster_57"
"1114198";"cluster_57"
"1129850";"cluster_57"
"1129851";"cluster_57"
"1228475";"cluster_57"
"1078648";"cluster_57"
"1114199";"cluster_57"
"1097712";"cluster_57"
"1148510";"cluster_57"
"1180366";"cluster_57"
"1161972";"cluster_58"
"1181579";"cluster_58"
"1170503";"cluster_58"
"1116138";"cluster_58"
"1202905";"cluster_58"
"1063931";"cluster_58"
"1100533";"cluster_58"
"1081689";"cluster_58"
"1067039";"cluster_58"
"1100535";"cluster_58"
"1080763";"cluster_58"
"41846";"cluster_58"
"1081563";"cluster_58"
"1116139";"cluster_58"
"1116140";"cluster_58"
"1067669";"cluster_58"
"1100534";"cluster_58"
"1202906";"cluster_58"
"1149402";"cluster_58"
"1081066";"cluster_58"
"1202908";"cluster_58"
"1149403";"cluster_58"
"1072898";"cluster_58"
"1071448";"cluster_58"
"1100537";"cluster_58"
"1100536";"cluster_58"
"1202912";"cluster_58"
"1116142";"cluster_58"
"1116141";"cluster_58"
"1081009";"cluster_58"
"1156370";"cluster_58"
"1080891";"cluster_58"
"1202915";"cluster_58"
"130233";"cluster_58"
"1070722";"cluster_58"
"1116143";"cluster_58"
"1100538";"cluster_58"
"1131329";"cluster_58"
"1137637";"cluster_59"
"1186610";"cluster_59"
"1219738";"cluster_59"
"1219741";"cluster_59"
"1159512";"cluster_59"
"1153514";"cluster_59"
"1219744";"cluster_59"
"1125190";"cluster_59"
"1125189";"cluster_59"
"1219742";"cluster_59"
"1093490";"cluster_59"
"1068011";"cluster_59"
"1092768";"cluster_59"
"1066689";"cluster_59"
"1109554";"cluster_59"
"1109555";"cluster_59"
"1109553";"cluster_59"
"194381";"cluster_59"
"1059858";"cluster_59"
"1125188";"cluster_59"
"1092650";"cluster_59"
"1219739";"cluster_59"
"1109552";"cluster_59"
"214735";"cluster_59"
"1058959";"cluster_59"
"1177015";"cluster_59"
"1127196";"cluster_61"
"1111550";"cluster_61"
"1095025";"cluster_61"
"1061140";"cluster_61"
"1178296";"cluster_61"
"1167706";"cluster_61"
"1138881";"cluster_61"
"1187622";"cluster_61"
"1223289";"cluster_61"
"1066696";"cluster_61"
"1111549";"cluster_61"
"1223280";"cluster_61"
"1095044";"cluster_61"
"1127195";"cluster_61"
"1154329";"cluster_61"
"1223283";"cluster_61"
"1160155";"cluster_61"
"1095048";"cluster_61"
"1127197";"cluster_61"
"1223292";"cluster_61"
"1062369";"cluster_61"
"118662";"cluster_61"
"1111551";"cluster_61"
"1223286";"cluster_61"
"1210695";"cluster_62"
"1134332";"cluster_62"
"1183890";"cluster_62"
"1173596";"cluster_62"
"1104633";"cluster_62"
"1210697";"cluster_62"
"1120265";"cluster_62"
"1086639";"cluster_62"
"1074838";"cluster_62"
"1210686";"cluster_62"
"1157800";"cluster_62"
"1151313";"cluster_62"
"1120264";"cluster_62"
"1104632";"cluster_62"
"1073639";"cluster_62"
"1210692";"cluster_62"
"1086272";"cluster_62"
"1210689";"cluster_62"
"1086832";"cluster_62"
"1104631";"cluster_62"
"210217";"cluster_62"
"1077949";"cluster_62"
"1120263";"cluster_62"
"1143883";"cluster_62"
"1164161";"cluster_62"
"1168195";"cluster_63"
"1096516";"cluster_63"
"1071810";"cluster_63"
"1179070";"cluster_63"
"1154895";"cluster_63"
"1096435";"cluster_63"
"1077500";"cluster_63"
"1074883";"cluster_63"
"179412";"cluster_63"
"1225268";"cluster_63"
"1225265";"cluster_63"
"1096489";"cluster_63"
"1128294";"cluster_63"
"1074105";"cluster_63"
"1160523";"cluster_63"
"1154894";"cluster_63"
"1112648";"cluster_63"
"1179069";"cluster_63"
"1188135";"cluster_63"
"1128292";"cluster_63"
"1112646";"cluster_63"
"1096907";"cluster_63"
"1075969";"cluster_63"
